1565114759475;0;1;2019-05-06 20:05:59.475
1565114759576;0;1;2019-05-06 20:05:59.576
1565114759676;0;1;2019-05-06 20:05:59.676
1565114759776;0;1;2019-05-06 20:05:59.776
1565114759876;0;1;2019-05-06 20:05:59.876
1565114759977;0;1;2019-05-06 20:05:59.977
1565114760078;15;1;2019-06-06 20:06:00.078
1565114760179;15;1;2019-06-06 20:06:00.179
1565114760280;15;1;2019-06-06 20:06:00.280
1565114760381;15;1;2019-06-06 20:06:00.381
1565114760481;15;1;2019-06-06 20:06:00.481
1565114760582;20;1;2019-06-06 20:06:00.582
1565114760682;5;1;2019-06-06 20:06:00.682
1565114760783;5;1;2019-06-06 20:06:00.783
1565114760883;5;1;2019-06-06 20:06:00.883
1565114760983;5;1;2019-06-06 20:06:00.983
1565114761084;5;1;2019-06-06 20:06:01.084
1565114761185;5;1;2019-06-06 20:06:01.185
1565114761285;5;1;2019-06-06 20:06:01.285
1565114761385;5;1;2019-06-06 20:06:01.385
1565114761485;5;1;2019-06-06 20:06:01.485
1565114761586;21;1;2019-06-06 20:06:01.586
1565114761687;0;1;2019-06-06 20:06:01.687
1565114761787;0;1;2019-06-06 20:06:01.787
1565114761887;0;1;2019-06-06 20:06:01.887
1565114761987;0;1;2019-06-06 20:06:01.987
1565114762088;5;1;2019-06-06 20:06:02.088
1565114762188;7.142857142857142;10.218934272;2019-06-06 20:06:02.188
1565114762288;8.333333333333332;10.218942464;2019-06-06 20:06:02.288
1565114762389;3.571428571428571;10.218942464;2019-06-06 20:06:02.389
1565114762489;0.0;10.218942464;2019-06-06 20:06:02.489
1565114762590;25.0;10.218848256;2019-06-06 20:06:02.590
1565114762690;4.166666666666666;10.218848256;2019-06-06 20:06:02.690
1565114762791;12.5;10.218848256;2019-06-06 20:06:02.791
1565114762892;3.571428571428571;10.218860544;2019-06-06 20:06:02.892
1565114762992;0.0;10.218545152;2019-06-06 20:06:02.992
1565114763093;10.714285714285714;10.21853696;2019-06-06 20:06:03.093
1565114763193;0.0;10.210377728;2019-06-06 20:06:03.193
1565114763293;14.285714285714285;10.210250752;2019-06-06 20:06:03.293
1565114763394;4.166666666666666;10.210254848;2019-06-06 20:06:03.394
1565114763494;8.333333333333332;10.209595392;2019-06-06 20:06:03.494
1565114763595;17.857142857142858;10.209595392;2019-06-06 20:06:03.595
1565114763696;0.0;10.209595392;2019-06-06 20:06:03.696
1565114763796;10.714285714285714;10.209595392;2019-06-06 20:06:03.796
1565114763896;4.166666666666666;10.209595392;2019-06-06 20:06:03.896
1565114763997;3.7037037037037033;10.209599488;2019-06-06 20:06:03.997
1565114764097;20.0;10.209640448;2019-06-06 20:06:04.097
1565114764198;4.166666666666666;10.20954624;2019-06-06 20:06:04.198
1565114764298;0.0;10.209542144;2019-06-06 20:06:04.298
1565114764398;12.5;10.209542144;2019-06-06 20:06:04.398
1565114764499;17.857142857142858;10.209521664;2019-06-06 20:06:04.499
1565114764600;25.0;10.208923648;2019-06-06 20:06:04.600
1565114764700;0.0;10.208923648;2019-06-06 20:06:04.700
1565114764800;7.6923076923076925;10.20891136;2019-06-06 20:06:04.800
1565114764901;12.5;10.2088704;2019-06-06 20:06:04.901
1565114765002;7.142857142857142;10.2088704;2019-06-06 20:06:05.002
1565114765102;12.5;10.2088704;2019-06-06 20:06:05.102
1565114765203;10.714285714285714;10.208813056;2019-06-06 20:06:05.203
1565114765304;0.0;10.208813056;2019-06-06 20:06:05.304
1565114765404;7.142857142857142;10.1941248;2019-06-06 20:06:05.404
1565114765504;0.0;10.194108416;2019-06-06 20:06:05.504
1565114765605;20.833333333333336;10.194108416;2019-06-06 20:06:05.605
1565114765705;21.428571428571427;10.1941248;2019-06-06 20:06:05.705
1565114765806;16.666666666666664;10.194149376;2019-06-06 20:06:05.806
1565114765906;0.0;10.194149376;2019-06-06 20:06:05.906
1565114766007;0.0;10.194087936;2019-06-06 20:06:06.007
1565114766107;3.571428571428571;10.194092032;2019-06-06 20:06:06.107
1565114766207;16.666666666666664;10.194075648;2019-06-06 20:06:06.207
1565114766308;0.0;10.193891328;2019-06-06 20:06:06.308
1565114766408;7.142857142857142;10.19389952;2019-06-06 20:06:06.408
1565114766509;12.5;10.19389952;2019-06-06 20:06:06.509
1565114766609;14.285714285714285;10.189709312;2019-06-06 20:06:06.609
1565114766710;29.166666666666668;10.187526144;2019-06-06 20:06:06.710
1565114766811;14.285714285714285;10.187526144;2019-06-06 20:06:06.812
1565114766914;20.833333333333336;10.186244096;2019-06-06 20:06:06.914
1565114767012;14.285714285714285;10.187403264;2019-06-06 20:06:07.012
1565114767113;8.333333333333332;10.187472896;2019-06-06 20:06:07.113
1565114767213;8.333333333333332;10.18742784;2019-06-06 20:06:07.213
1565114767314;14.285714285714285;10.186989568;2019-06-06 20:06:07.314
1565114767414;12.5;10.186809344;2019-06-06 20:06:07.414
1565114767515;7.142857142857142;10.186768384;2019-06-06 20:06:07.515
1565114767616;12.5;10.186768384;2019-06-06 20:06:07.616
1565114767716;3.571428571428571;10.186768384;2019-06-06 20:06:07.716
1565114767816;8.333333333333332;10.186768384;2019-06-06 20:06:07.816
1565114767917;0.0;10.186768384;2019-06-06 20:06:07.917
1565114768018;7.142857142857142;10.186768384;2019-06-06 20:06:08.018
1565114768119;8.333333333333332;10.186883072;2019-06-06 20:06:08.119
1565114768219;10.714285714285714;10.186969088;2019-06-06 20:06:08.219
1565114768320;33.33333333333333;10.186878976;2019-06-06 20:06:08.320
1565114768421;14.285714285714285;10.186653696;2019-06-06 20:06:08.421
1565114768521;0.0;10.186596352;2019-06-06 20:06:08.521
1565114768622;19.230769230769234;10.186596352;2019-06-06 20:06:08.622
1565114768722;11.538461538461538;10.18619904;2019-06-06 20:06:08.722
1565114768822;12.5;10.186190848;2019-06-06 20:06:08.822
1565114768923;3.571428571428571;10.186190848;2019-06-06 20:06:08.923
1565114769023;4.166666666666666;10.186194944;2019-06-06 20:06:09.023
1565114769124;14.285714285714285;10.186264576;2019-06-06 20:06:09.124
1565114769224;8.333333333333332;10.18624;2019-06-06 20:06:09.224
1565114769325;25.0;10.186231808;2019-06-06 20:06:09.325
1565114769425;0.0;10.186252288;2019-06-06 20:06:09.425
1565114769526;8.333333333333332;10.185977856;2019-06-06 20:06:09.526
1565114769627;28.57142857142857;10.186022912;2019-06-06 20:06:09.627
1565114769727;12.903225806451612;10.186018816;2019-06-06 20:06:09.760
1565114769828;4.761904761904762;10.186018816;2019-06-06 20:06:09.828
1565114769928;0.0;10.186018816;2019-06-06 20:06:09.928
1565114770028;3.571428571428571;10.185834496;2019-06-06 20:06:10.028
1565114770129;8.333333333333332;10.185846784;2019-06-06 20:06:10.129
1565114770229;4.166666666666666;10.185846784;2019-06-06 20:06:10.229
1565114770330;14.285714285714285;10.185838592;2019-06-06 20:06:10.330
1565114770430;0.0;10.185838592;2019-06-06 20:06:10.430
1565114770530;10.714285714285714;10.185846784;2019-06-06 20:06:10.530
1565114770631;16.666666666666664;10.185601024;2019-06-06 20:06:10.631
1565114770731;14.285714285714285;10.185613312;2019-06-06 20:06:10.731
1565114770832;8.333333333333332;10.185601024;2019-06-06 20:06:10.832
1565114770932;8.333333333333332;10.18560512;2019-06-06 20:06:10.932
1565114771033;10.714285714285714;10.185576448;2019-06-06 20:06:11.033
1565114771133;4.166666666666666;10.18564608;2019-06-06 20:06:11.133
1565114771234;0.0;10.185650176;2019-06-06 20:06:11.234
1565114771335;12.5;10.185641984;2019-06-06 20:06:11.335
1565114771435;7.142857142857142;10.185261056;2019-06-06 20:06:11.435
1565114771536;4.166666666666666;10.185244672;2019-06-06 20:06:11.536
1565114771637;7.142857142857142;10.184966144;2019-06-06 20:06:11.637
1565114771737;4.166666666666666;10.184966144;2019-06-06 20:06:11.737
1565114771838;4.166666666666666;10.184966144;2019-06-06 20:06:11.838
1565114771938;3.571428571428571;10.184937472;2019-06-06 20:06:11.938
1565114772039;4.166666666666666;10.184966144;2019-06-06 20:06:12.039
1565114772139;10.714285714285714;10.185027584;2019-06-06 20:06:12.139
1565114772240;16.666666666666664;10.184957952;2019-06-06 20:06:12.240
1565114772340;18.51851851851852;10.18505216;2019-06-06 20:06:12.340
1565114772440;0.0;10.184957952;2019-06-06 20:06:12.440
