1563656650226;0.0;9.08326912;2019-04-20 11:04:10.271
1563656650327;25.0;9.083277312;2019-04-20 11:04:10.327
1563656650427;57.14285714285714;9.08331008;2019-04-20 11:04:10.427
1563656650528;0.0;9.083293696;2019-04-20 11:04:10.528
1563656650629;3.7037037037037033;9.083285504;2019-04-20 11:04:10.629
1563656650729;0.0;9.083285504;2019-04-20 11:04:10.729
1563656650829;0.0;9.083293696;2019-04-20 11:04:10.829
1563656650930;4.166666666666666;9.0832896;2019-04-20 11:04:10.930
1563656651030;0.0;9.0832896;2019-04-20 11:04:11.030
1563656651131;0.0;9.082642432;2019-04-20 11:04:11.131
1563656651231;25.0;9.082650624;2019-04-20 11:04:11.231
1563656651332;17.857142857142858;9.082650624;2019-04-20 11:04:11.332
1563656651432;20.833333333333336;9.082646528;2019-04-20 11:04:11.432
1563656651533;14.285714285714285;9.082667008;2019-04-20 11:04:11.533
1563656651633;0.0;9.082667008;2019-04-20 11:04:11.633
1563656651734;0.0;9.082667008;2019-04-20 11:04:11.734
1563656651835;0.0;9.082667008;2019-04-20 11:04:11.835
1563656651935;8.333333333333332;9.082662912;2019-04-20 11:04:11.935
1563656652035;0.0;9.082667008;2019-04-20 11:04:12.035
1563656652136;0.0;9.082667008;2019-04-20 11:04:12.136
1563656652236;10.714285714285714;9.082707968;2019-04-20 11:04:12.236
1563656652337;0.0;9.082707968;2019-04-20 11:04:12.337
1563656652437;3.571428571428571;9.082687488;2019-04-20 11:04:12.437
1563656652538;4.166666666666666;9.082707968;2019-04-20 11:04:12.538
1563656652638;0.0;9.082707968;2019-04-20 11:04:12.638
1563656652738;0.0;9.082707968;2019-04-20 11:04:12.738
1563656652839;0.0;9.082707968;2019-04-20 11:04:12.839
1563656652940;14.285714285714285;9.082732544;2019-04-20 11:04:12.940
1563656653041;0.0;9.082732544;2019-04-20 11:04:13.041
1563656653141;0.0;9.082732544;2019-04-20 11:04:13.141
1563656653241;0.0;9.082732544;2019-04-20 11:04:13.241
1563656653342;20.833333333333336;9.082728448;2019-04-20 11:04:13.342
1563656653443;3.571428571428571;9.082728448;2019-04-20 11:04:13.443
1563656653543;0.0;9.082748928;2019-04-20 11:04:13.543
1563656653644;0.0;9.082748928;2019-04-20 11:04:13.644
1563656653744;0.0;9.082748928;2019-04-20 11:04:13.744
1563656653845;0.0;9.082744832;2019-04-20 11:04:13.845
